?,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,
42,16,0,-3,-8,-16,-12,-9,
44,12,5,8,-4,-24,-2,-12,
47,9,-5,11,-10,-28,-2,-4,
35,13,-21,11,-10,-15,19,-3,
32,5,-19,11,-1,-11,6,-15,
0,-7,4,3,-5,-10,-7,-4,
12,-5,7,-1,-17,7,-1,10,
-1,-5,-4,26,-2,-20,14,-7,
20,-10,-6,-5,-16,-17,8,6,
5,1,-2,-27,-6,1,9,-6,
16,17,12,-35,-10,-4,19,-1,
30,7,7,-12,-9,-4,18,-4,
6,4,11,-22,-13,-14,10,-6,
9,9,8,-10,-3,2,11,-7,
8,9,5,-13,-2,-10,23,-7,
-10,12,2,-15,-3,-17,18,-9,
0,
27,11,7,-6,-21,-28,-7,-1,
44,13,-3,3,-20,-20,6,7,
25,2,-9,7,-21,-30,7,-2,
23,4,-25,8,-21,-20,16,-5,
7,-4,-6,-1,-19,-24,21,1,
4,-39,-4,-14,-7,-17,11,2,
9,-16,-5,-17,-10,-4,-5,2,
-3,1,11,-24,7,-6,2,-4,
-18,4,2,-30,3,-15,4,-5,
-5,16,7,-32,-10,-6,4,-1,
-8,15,-2,-34,2,-21,3,6,
-5,-3,5,-24,3,-20,-1,10,
3,8,14,-24,4,-13,-2,3,
2,-6,3,-19,8,-18,-1,1,
-1,3,-2,-27,2,-12,8,0,
-10,7,5,-26,3,-22,12,1,
0,
36,12,4,-8,-21,-14,-4,-1,
40,11,-3,-7,-8,-21,2,3,
30,20,-18,-6,-10,-30,3,-3,
18,4,-17,9,-16,-21,12,2,
-3,9,-4,-10,-2,-2,-14,-11,
-10,-19,5,-3,-9,-37,1,-5,
2,-7,-1,-3,-4,-30,7,7,
-6,-1,-6,-13,-9,-14,7,-9,
-8,-19,1,-12,-5,-29,6,-2,
3,-3,-4,-27,-13,-18,-12,2,
10,2,11,-32,-23,-20,8,1,
17,-2,16,-20,-16,-17,8,-4,
27,5,4,-30,-16,-3,6,4,
23,-2,10,-16,-13,-9,6,-3,
13,3,11,-22,-12,-9,7,2,
14,6,-2,-6,1,-17,4,9,
0,
32,13,-2,-2,-5,-12,1,-1,
42,19,6,-5,-12,-18,-1,-4,
29,7,-6,9,-8,-36,14,4,
20,6,-5,6,-13,-37,20,-13,
10,-6,9,-10,-1,2,-10,-7,
6,13,-7,2,-7,-11,18,-3,
29,-8,-6,-10,-6,-7,-8,3,
16,-12,-12,-6,-13,-4,0,-9,
10,12,-3,-15,2,5,7,-11,
21,3,-8,-41,5,-3,12,4,
20,28,1,-26,7,-12,10,4,
31,11,9,-13,-12,-11,8,10,
25,11,1,-9,-1,-6,15,4,
15,9,5,-6,7,-4,4,1,
15,12,7,-10,9,-6,9,-3,
5,12,11,-21,-1,-5,10,-2,
1,
25,19,4,-12,-9,-4,-15,-5,
0,18,-7,-30,-18,-7,0,-5,
-21,-27,-13,-18,0,7,7,-3,
12,-4,-24,-6,-27,11,2,-8,
-14,-2,-4,10,-16,-14,14,15,
-10,-33,-11,-8,-5,-8,6,2,
-11,-26,-13,8,-6,4,14,5,
8,-19,4,-6,-9,-28,14,-9,
6,-9,-24,-6,-5,-15,16,-15,
-4,-48,-7,2,-4,6,15,-22,
10,-21,-22,-34,-31,4,30,3,
12,-20,-10,-24,-35,-9,19,8,
4,-21,-2,-24,-31,-1,21,-8,
-1,-30,1,-9,-31,-1,22,-7,
12,-29,-13,-12,-17,-1,21,0,
4,-26,2,-6,-14,5,17,3,
1,
25,21,10,6,-12,-8,-14,-6,
24,27,-2,-18,-13,4,-21,7,
-7,2,-1,-28,-27,3,-2,10,
-1,-19,-5,-14,-11,-5,-3,-8,
4,-28,10,-13,-22,-5,-14,-3,
-2,-23,-12,-15,-9,-25,-8,-4,
-6,8,-4,-16,-15,-13,12,9,
-3,-18,-4,-17,2,-22,-6,-5,
-5,-15,7,-14,-26,-8,-15,4,
13,-15,-5,-21,-11,-12,-14,-14,
5,-39,-14,-6,-8,1,6,-8,
5,-38,-1,-10,-25,1,12,-5,
2,-25,-5,-20,-24,-2,7,-3,
9,-32,-5,-9,-21,-5,7,-5,
-2,-31,1,5,-6,3,9,-18,
-3,-23,6,-3,-8,12,6,-18,
1,
29,7,-2,-7,-5,-8,-20,-10,
10,27,-11,-8,-16,-7,-25,-5,
1,11,-9,-33,-12,-7,-3,-20,
-2,-28,4,-16,7,-21,9,-33,
-18,-18,-8,-21,-23,-19,16,1,
-1,-25,-26,14,-2,-6,2,-7,
6,-6,-10,-1,-28,11,-10,-13,
-6,-22,-23,-15,-14,-5,4,-8,
-10,-22,-7,-10,-14,-19,-10,-5,
-2,-12,-16,-17,-14,-4,-10,4,
22,-48,-29,-17,-18,-2,9,-15,
24,-39,-18,-14,-22,-3,9,-11,
17,-35,-12,-16,-28,6,7,-8,
13,-34,-1,-1,-22,4,5,-11,
0,-29,-1,-5,-19,2,15,-6,
18,-32,-13,-4,-13,4,13,-14,
1,
13,27,2,-2,-4,-9,-13,-3,
8,34,6,-11,-14,-7,-22,6,
5,38,-5,-30,-14,-5,-6,1,
11,-2,-19,-34,2,-6,-1,4,
8,-19,-2,-18,-20,-5,1,0,
5,-23,-7,-5,-1,-6,6,6,
0,-1,-15,-16,-14,-12,25,5,
-4,2,13,-11,-10,-25,4,-9,
3,-10,15,-9,1,-16,14,-8,
7,-15,-9,-7,-9,-9,6,5,
26,-12,-10,-10,-10,-11,14,-16,
32,-26,-3,-10,-27,-6,17,-6,
17,-27,-10,-10,-21,-15,13,8,
23,-23,-11,-6,-15,-14,-3,0,
19,-14,-15,-4,-7,-4,8,2,
11,-15,-4,-5,-11,-1,17,1,
2,
10,20,4,3,-15,-9,-6,-10,
13,30,-1,6,-8,-7,-2,8,
3,47,-4,-5,-8,-6,-8,11,
15,41,1,-14,-4,-12,-16,11,
3,47,-6,-12,-13,-16,-3,0,
15,40,4,-11,-7,-19,-9,1,
0,43,-10,-16,-2,-16,-12,11,
12,34,5,1,3,-17,0,-8,
11,43,-5,-2,-14,-14,-7,-9,
4,45,-5,-7,-1,-17,-5,-8,
-1,40,-7,-4,0,-19,-6,-8,
2,36,-7,2,-6,-15,-2,4,
14,39,8,-6,-3,-13,-10,-7,
13,31,2,-2,-14,-14,-17,-11,
5,44,-2,-7,-12,-20,-3,-11,
11,43,-1,-7,-4,-22,-3,-7,
2,
7,28,1,5,-7,-7,-19,-3,
12,35,-3,-7,-3,-7,-10,0,
4,46,3,-10,-5,-19,-8,2,
-6,49,0,-11,-9,-17,-18,5,
3,50,3,-26,-4,-19,-12,0,
-5,44,10,-17,-15,-16,-8,-2,
-16,17,-7,-15,-16,-18,-10,1,
-14,39,8,-5,-8,-17,-8,-2,
-1,45,-7,-11,-10,-23,-12,-7,
2,50,-10,-5,-6,-15,3,-3,
15,33,4,-1,-3,-18,-7,-11,
5,35,-5,-9,-11,-16,-11,-9,
-6,30,-7,-9,-7,-16,0,4,
4,39,-6,-8,-14,-27,-21,-18,
8,40,-4,-8,-6,-24,-12,-14,
6,37,-5,-10,-7,-27,-10,-14,
2,
16,32,2,7,-8,-5,-12,4,
10,38,-5,-8,-8,0,-11,6,
-1,63,7,-23,-7,-8,-13,1,
3,46,8,-29,2,-20,6,-5,
5,46,1,-15,8,-20,22,-7,
-12,43,0,-7,-8,4,6,-4,
-10,53,-6,-32,-3,-28,-6,-8,
6,35,7,-15,5,-22,-5,2,
13,45,-7,-7,3,-19,-5,0,
-3,31,-6,-4,2,-10,-5,-3,
10,42,1,-5,0,-26,-10,-4,
20,45,5,-6,1,-19,-10,-10,
13,41,8,-6,-4,-17,-13,-16,
0,43,5,-9,-5,-30,-13,-22,
5,33,4,-16,-9,-33,-12,-13,
-2,33,-5,-8,-9,-28,-3,-17,
2,
21,20,-1,-3,-10,-9,-5,2,
17,28,0,-2,-6,-3,-7,2,
5,46,-1,-7,-9,-12,-5,3,
2,39,0,-12,-5,-20,7,2,
1,34,0,-11,-8,-24,-5,-7,
-12,55,-5,-22,-17,-19,-9,-4,
